CMPD_CHEMBLID,pred_exp,smiles
CHEMBL443239,2.7799852,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc3cccc(OC)c3
CHEMBL277148,2.6801682,Oc1cc(nc2ccccc12)c3ccccc3
CHEMBL242818,2.155268,Cc1cc(O)ccc1N2C(=O)c3ccc(O)cc3C2=O
CHEMBL419742,3.2670186,FC(F)(F)c1cc(COCC(N2CCNCC2)c3cccc(Cl)c3)cc(c1)C(F)(F)F
CHEMBL187007,3.569708,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(c4)N(C)C)ccc3Cl)c2cc1OC
CHEMBL2147150,3.213554,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC45CC6CC(CC(C6)C4)C5)nc23
CHEMBL2031466,1.8645202,CC(C)NC(=O)c1ccc(C)c(c1)N2C=Nc3ccc(cc3C2=O)N4CCN(C)CC4
CHEMBL1080151,2.9309704,C[C@H](Nc1nc(Nc2ncc(C)s2)c(F)c(n1)N3CCOCC3)c4ncc(F)cn4
CHEMBL1567984,-0.0061302185,OC(=O)c1ccc(cc1)c2nnn(Cc3ccccc3F)n2
CHEMBL2111158,-0.6115024,CC(C)NCC(O)COc1nccs1
CHEMBL1224286,2.091288,CNC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1
CHEMBL266195,0.8069991,CC(C)NCC(O)COc1ccccc1CC=C
CHEMBL2062582,2.438436,CC(=O)Nc1ccc2c(c1)c(cn2CCO)c3cc(NC4CC4)n5ncc(C#N)c5n3
CHEMBL424,-1.1417925,OC(=O)c1ccccc1O
CHEMBL1079428,3.0270567,Cn1cnc(c2ccccc2)c1c3cc4c(N)ncnc4s3
CHEMBL782,0.48381376,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
CHEMBL2179275,0.9582803,CC(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
CHEMBL385240,3.302167,COc1ccc(Cl)c(Nc2ncnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1
CHEMBL1835912,3.631568,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)nc1
CHEMBL564366,1.7244105,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC34CC5CC(CC(C5)C3)C4
CHEMBL430381,3.2376833,OCC(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC4CC4)sc13
CHEMBL198758,2.7290907,CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)C#N)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
CHEMBL109614,2.560141,C[C@@H](COCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12)c3ccccc3
CHEMBL101473,1.8712252,CN(C)CC(O)COc1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1
CHEMBL2153188,1.9712818,CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCCC(C3)C(=O)O
CHEMBL351231,3.010138,C[C@@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N
CHEMBL517544,3.1001506,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3)c2cc1OC
CHEMBL1209736,3.5206122,Brc1ccc(cc1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3
CHEMBL1927707,3.1007135,Oc1ccccc1CCC(=O)Nc2ccccc2
CHEMBL254129,1.6722009,C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC4=C3C)[C@@H]2C
CHEMBL315985,0.5812321,NC(=O)N1c2ccccc2C[C@H](O)c3ccccc13
CHEMBL1529362,1.9584328,Nc1nnc(s1)c2ccccc2
CHEMBL1289682,3.6699367,Fc1ccc(C2CCN(CC2)C(=S)COCc3ccncc3)c(Cl)c1
CHEMBL1539,-0.6255319,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
CHEMBL180368,3.0081742,C[C@H]1CCCN1CCc2oc3ccc(cc3c2)c4ccc(cc4)C#N
CHEMBL1650723,2.6696346,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1
CHEMBL226905,1.3592496,CC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4ccsc4
CHEMBL1323247,2.2238188,CCN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2
CHEMBL2349335,3.9986048,CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13
CHEMBL1626,2.260014,CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3
CHEMBL195329,1.8567159,O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccc4
CHEMBL1384203,3.4771461,CC(NCC(O)c1ccc(cc1)[N+](=O)[O-])C23CC4CC(CC(C4)C2)C3
CHEMBL2179289,3.5030181,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(C)cc4)c3)C2)C(=O)NC1=O
CHEMBL1800657,2.3682618,CCCN(CCNCCc1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3
CHEMBL259081,2.7288096,O=C1N=C(NCc2ccccc2)SN1Cc3ccccc3
CHEMBL2207226,2.9904206,COc1cc(OC)c(cc1NC(=O)Cc2ccnc(F)c2)S(=O)(=O)N3c4ccccc4Oc5ccccc35
CHEMBL1230165,1.3605032,OC(=O)c1ccc2c(c1)nc(Nc3cccc(Cl)c3)c4ccncc24
CHEMBL902,-2.7781355,NC(=N)Nc1nc(CSCCC(=N)NS(=O)(=O)N)cs1
CHEMBL1939738,3.0352578,CN(CCO)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4
CHEMBL1951918,2.3691158,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(c3)C(F)(F)F)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
CHEMBL365614,2.031004,CN1CCCC(COc2nccc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)n2)C1
CHEMBL2207656,3.2433224,O[C@H](CNC(=O)C1=CNC(=O)c2c(F)cccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL70824,2.164063,CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1
CHEMBL1457701,1.7393699,OC1=CC(=O)C2=C(O1)c3ccccc3N(Cc4ccccc4)C2=O
CHEMBL140453,2.5380094,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccc(O)cc2)C(F)(F)F
CHEMBL2153180,2.3930442,CCCSc1ncccc1C(=O)N(C)[C@H]2[C@@H]3CC4C[C@H]2C[C@@](O)(C4)C3
CHEMBL2087846,2.9237742,Cn1cncc1c2c3C(=O)N(CC#CCO)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56
CHEMBL2153174,3.5462656,Fc1cccc(F)c1CS(=O)(=O)N2CCN(CC2)c3ncccc3C(F)(F)F
CHEMBL520902,0.50950503,CS(=O)(=O)c1ccc(cc1)c2cc(C(=O)N[C@H]3CCCNC3)c(NC(=O)N)s2
CHEMBL1213071,1.4264693,Cc1onc(C(=O)N)c1C(=O)Nc2nccs2
CHEMBL41,1.9300925,CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2
CHEMBL1079588,3.1445925,CCn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3
CHEMBL167151,1.3065798,CCCc1c(O)c(ccc1OCCCCSCC(=O)O)C(=O)C
CHEMBL1084546,2.599029,CN(c1ncccc1CNc2nc(Nc3ccc4NC(=O)Cc4c3)ncc2C(F)(F)F)S(=O)(=O)C
CHEMBL370492,2.349576,CCc1nc2cc(O)ccc2c(Oc3ccc(\C=C\C(=O)O)cc3)c1c4ccccc4
CHEMBL1770298,3.7945218,Cc1ccc(s1)C(NC(=O)c2ccccc2O)C(=O)Nc3c(C)cccc3C
CHEMBL1089517,2.322719,COCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1
CHEMBL10,3.2872224,C[S+]([O-])c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4
CHEMBL1934271,1.9176658,CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2
CHEMBL1630123,2.7993326,CN1CCN(CC(=O)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26)CC1
CHEMBL447183,0.83793294,NC1=NC2(CCN(CC2)C(=O)c3ccc(nc3)C#N)Nc4c(F)ccc(F)c14
CHEMBL441093,2.2135005,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3Cc4cccnc4C3)c(F)c2
CHEMBL1682972,2.285157,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3ccccc3)c4cccnc4
CHEMBL1614705,2.190219,OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4
CHEMBL2151322,3.1454809,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23
CHEMBL2011942,2.0193346,NC(=O)c1cnc2[nH]c(nc2c1NCCCNC(=O)C3CCC3)c4ccc(OCCN5CCCCC5)cc4
CHEMBL252083,3.2092333,CNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c2ccc(Cl)cc2
CHEMBL453629,2.1650898,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2
CHEMBL1575541,2.3133738,CC1(CCC(=O)N1Cc2cccs2)C(=O)NC3CCCCC3
CHEMBL1809067,3.232304,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)N
CHEMBL1223955,1.1352639,NC(=O)c1cccc(c1)[S+]([O-])[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4
CHEMBL551813,1.4439464,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2)nc(N(C)C)c1CC(=O)O
CHEMBL1916261,1.01631,CCC(CC)NC(=O)c1nnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3
CHEMBL577458,1.1526982,Nc1nc(SCc2ccccc2)nc3c1ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O
CHEMBL368473,1.0846013,CN1C(=O)N(C)c2[nH]c(nc2C1=O)c3cccnc3
CHEMBL2010846,3.1451042,CO[C@@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4
CHEMBL154,0.35318577,COc1ccc2cc(ccc2c1)[C@H](C)C(=O)O
CHEMBL288470,0.7557874,CN(C)C1=C(C)N(C)N(C1=O)c2ccccc2
CHEMBL281066,2.7774224,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C
CHEMBL2178385,0.8425466,NC(=O)c1cncc(c1)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3
CHEMBL563,0.6946267,CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2
CHEMBL1809196,3.5651598,COc1cc(ccc1Nc2ncc(c(n2)c3cnc4ccccn34)C(F)(F)F)N5CCN(CC5)C(=O)C
CHEMBL2035025,1.8211126,NC1(CCC1)c2ccc(cc2)c3ncc4nccn4c3c5ccccc5
CHEMBL1778373,1.1768765,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O
CHEMBL2179279,1.5029924,CCC(C)(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3
CHEMBL139088,3.1728568,Fc1cccc(c1)C(COCc2cc(cc(c2)C(F)(F)F)C(F)(F)F)N3CCNCC3
CHEMBL1779013,2.8625364,COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccn3)c2
CHEMBL1299619,3.3933578,CSCc1cc(nc(n1)c2ccccc2)N3CCOCC3
CHEMBL2062575,1.6715131,CN(C)CCCNc1cc(nc2c(cnn12)C#N)n3ccc4ccc(NC(=O)C)cc34
CHEMBL2062574,2.005148,CC(=O)Nc1ccc2ccn(c3cc(NCCN4CCCC4)n5ncc(C#N)c5n3)c2c1
CHEMBL2163582,3.552363,Clc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
CHEMBL8145,2.6016386,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O
CHEMBL65119,3.4439614,Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1
CHEMBL1090089,1.6797707,CN1C(=O)C(=Cc2cnc(NC(CCO)CCO)nc12)Oc3ccc(F)cc3F
CHEMBL111660,1.2450836,CCc1ccc(NC(=O)c2ccc3cc(ccc3c2)C(=N)N)cc1
CHEMBL2180015,3.465095,CC#Cc1ccnc(c1)c2cc(ccc2O)C3(N=C(C)C(=N3)N)C4CC4
CHEMBL540930,3.1291208,Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)C5=CNC(=O)C(=C5)Cl
CHEMBL66520,1.9248301,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC=O)C(=O)C(F)(F)F
CHEMBL1809195,3.3164692,COc1cc(ccc1Nc2ncc(C)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C
CHEMBL1574146,3.053766,Nc1cccc2C(=O)N(Cc3cccc(Cl)c3)C(=O)c12
CHEMBL2079220,0.9509342,NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3ccccc3
CHEMBL1964629,2.1380763,Nc1nc(Cl)nc(NCc2ccccc2)n1
CHEMBL1374798,-0.30039954,COc1cccc(COCC(O)CN2CCC(CC2)C(=O)N)c1
CHEMBL320714,2.3668523,Oc1ccc(CCNCCCCCCOCCc2ccccc2)c3sc(O)nc13
CHEMBL1778365,0.68032086,COC[C@H](C)Oc1cc(Oc2ccccc2)cc(c1)C(=O)Nc3ccc(cn3)C(=O)O
CHEMBL256963,1.657987,Clc1ccc2ncc(c3cccc(NC4CNC4)n3)n2c1
CHEMBL149324,0.2155217,NC(=N)Nc1ccc(cc1)C(=O)Oc2ccccc2
CHEMBL2035023,0.8930737,NC1(CCC1)c2ccc(cc2)C3=NN4C=CC(=O)N=C4C=C3c5ccccc5
CHEMBL16073,1.8122264,CCOc1ccc(NC(=O)C)cc1
CHEMBL492112,3.911242,O=C(CC12CC3CC(CC(C3)C1)C2)Nc4ccc5[nH]ncc5c4
CHEMBL1909282,-0.14110398,OC(=O)Cc1csc(n1)c2ccc(Cl)cc2
CHEMBL519301,1.3862242,Cc1oc(cc1)c2ccc(cc2F)S(=O)(=O)N3CCC[C@H]3C(=O)N4CC[C@@H](N)C4
CHEMBL2012204,3.0672247,Cc1onc(c1)[C@H](O)[C@](C)(OCc2ccc(cc2)c3ccccc3)C(=O)NO
CHEMBL8232,0.53117955,COc1cccc(Oc2cncnc2O)c1
CHEMBL2151324,2.841302,CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1
CHEMBL557697,2.013153,OC(=O)c1cccc(c1)c2ccc3c(C(=O)NCC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2
CHEMBL181610,2.3667428,Nc1nc(N)c(nc1Cl)C(=O)Nc2ccccn2
CHEMBL129198,2.6691952,CN1CCN(CC1)C(=O)c2cc3cc(Cl)ccc3[nH]2
CHEMBL1631473,1.2258122,CC1CN(C1)C(=O)c2nnc3c(cccc3c2N)c4ncccn4
CHEMBL514257,3.8281608,OC[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4
CHEMBL2030446,2.6231136,C[C@H]1COCCN1c2cc(CS(=O)(=O)C)nc(n2)c3ccc4[nH]ccc4c3
CHEMBL2088093,2.8929152,COCCCc1cc(Nc2nc(NCc3onc(C)c3)ncc2Br)n[nH]1
CHEMBL272842,1.2333026,OCc1ccc(OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccccc4)C(=O)O)CC2)cc1Cl
CHEMBL550496,1.7781222,OC(=O)CNCCNc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3
CHEMBL2172003,3.3475049,COc1cc(ccc1C2CC2)N3CCN([C@H](C)C3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
CHEMBL2031467,1.5634236,CCNC(=O)c1ccc(C)c(c1)N2C=Nc3ccc(cc3C2=O)N4CCN(C)CC4
CHEMBL1489473,3.1186628,O=C(Nc1nc(cs1)c2ccccc2)c3cccnc3
CHEMBL325486,3.347784,CS(=O)(=O)n1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13
CHEMBL2086687,3.6467495,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OCC(F)(F)F
CHEMBL1566172,2.247129,Nc1nnc(Cc2ccc(Cl)cc2)s1
CHEMBL339670,1.2845435,OC(=O)c1c(C#N)c2ccccc2n1Cc3ccc(Cl)c(Cl)c3
CHEMBL1947156,2.3393722,O[C@@H](CNCCc1cccc(c1)c2cccc(CNCc3ccccc3)c2)c4ccc(O)c5NC(=O)Sc45
CHEMBL457888,2.313214,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN4CCOCC4)n2
CHEMBL232846,3.267241,C[C@H](CO)Nc1nc(SCc2ccccc2F)nc3nc(N)sc13
CHEMBL2321992,1.041259,OCC[C@]1(CCCNC1)c2ccc(Cl)c(Cl)c2
CHEMBL183492,3.8070452,C=CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Nc4ccccc4
CHEMBL1916288,1.0015092,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(cc2)C#N)c3ccc(F)cc3)C(C)(C)C
CHEMBL2158841,2.739024,OC(=O)[C@H](Cc1ccc(F)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2
CHEMBL1270773,2.666144,CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4ncoc34)n2)c1
CHEMBL2335885,2.9502702,COCCC(=O)N(C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1
CHEMBL2086670,3.925406,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)C#N)cn2)C(=O)OC(C)(C)C
CHEMBL477785,2.3304884,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)S(=O)(=O)CCN(C)C)n2
CHEMBL61236,1.8436995,Nc1ccc2ccccc2n1
CHEMBL1455292,0.94573617,CCCCN1Cc2c(O)n3nc(cc3nc2C1=O)c4occc4
CHEMBL2207665,2.880971,CN1C=C(C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C(=CC1=O)C(F)(F)F
CHEMBL1645108,3.0956414,Nc1nc2ccc(cc2s1)c3cccc(O)c3
CHEMBL2087848,3.7218406,CC#CCN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6cncn6C
CHEMBL2172000,2.747933,C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nn(C)c5c4
CHEMBL1957460,2.1895611,Cc1nccc(c1Cl)c2ccc(cc2)c3nc4ccncc4c(O)c3C#N
CHEMBL98350,3.335845,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4
CHEMBL1916543,0.4177289,COc1ncc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1
CHEMBL301928,2.0806866,COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)CC4CCCC4)cc23)C(=O)O
CHEMBL1917447,0.16852808,Cc1c(c2cc(F)ccc2n1CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3
CHEMBL256348,2.7845774,NS(=O)(=O)c1ccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)cc1
CHEMBL2179282,1.8831205,CCC(C)(CC)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3
CHEMBL480208,2.7842214,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N3CCN(CC3)c4ccc(cn4)C#N)C(=O)C2
CHEMBL1054,0.56368554,NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C(Cl)Cl)cc1Cl
CHEMBL1904754,0.9679061,Cc1nc2ncnn2c(O)c1CCOC(=O)c3ccccc3F
CHEMBL2208422,3.5220318,O[C@H](CNS(=O)(=O)c1cccc(c1)C#N)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3
CHEMBL1727809,3.3706927,O=C(NCCCCc1ccccc1)c2ccccc2
CHEMBL153370,0.1271677,CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)NCC#N
CHEMBL366975,0.6196425,NC(=O)C1CCCCC1
CHEMBL407391,0.7107066,CN(C)c1ncnc2nc[nH]c12
CHEMBL584991,3.4031553,Nc1nonc1\C(=N\O)\Nc2ccc(F)c(Cl)c2
CHEMBL1422545,1.1716121,COc1ccc(cc1)S(=O)(=O)Nc2ccccn2
CHEMBL1427554,2.8637657,Cc1ccc(cc1)c2csc3ncnc(O)c23
CHEMBL1957361,2.806194,CCOc1ccccc1c2ccc(cc2)c3nc4ccncc4c(O)c3C#N
CHEMBL2089383,1.8693905,COc1ccc(NC(=O)C=C)cc1
CHEMBL2331751,2.6343765,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O
CHEMBL2207671,2.4978359,CS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4
CHEMBL2068760,0.5852101,CN1CCC[C@H]1c2ccccn2
CHEMBL187392,3.5711257,Oc1ccc(cc1)c2oc3ccc(O)cc3n2
CHEMBL2216870,2.738021,CC[C@H](Nc1ncnc2[nH]cnc12)C3=Nc4cccc(F)c4C(=O)N3c5ccccc5
CHEMBL558752,3.9766688,Cn1c(Nc2ccc(cc2)C(F)(F)F)nc3cc(Oc4ccnc(c4)c5ncc([nH]5)C(F)(F)F)ccc13
CHEMBL47633,2.3716545,Nc1nc(ns1)c2ccccc2
CHEMBL2218940,3.3836982,N\C(=C(/C#N)\c1ccccc1C(F)(F)F)\Sc2ccc(N)cc2
CHEMBL93,1.9304504,CC(N(O)C(=O)N)c1cc2ccccc2s1
CHEMBL1490317,1.9569334,Cc1onc(NC(=O)CSc2nc(C)cc(C)n2)c1
CHEMBL128782,3.0121422,COc1c(cc2ccccc2c1C(=O)N(C)C[C@@H](CCN3CCC(CC3)N4CCCNC4=O)c5ccc(Cl)c(Cl)c5)C#N
CHEMBL515605,1.4777961,CNC1=Nc2ncccc2C(=NC1c3ccns3)c4occc4
CHEMBL1752,-1.1762314,CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O
CHEMBL239640,2.112859,CN1C(=O)CC(C)(CCc2cccc(c2)c3ccccc3)N=C1N
CHEMBL130873,2.718926,COc1cc(ccc1Cc2cn(C)c3ccc(cc23)C(=O)NCCc4ccccc4)C(=O)NS(=O)(=O)c5ccccc5C
CHEMBL306380,3.6177368,Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C
CHEMBL218677,3.1148298,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC(=O)N)CC4
CHEMBL339059,1.6255496,NC(=O)c1ccc(Br)cc1
CHEMBL264666,1.8580072,C1CCN(CC1)c2ncnc3[nH]cnc23
CHEMBL2036595,3.42729,CCOc1cccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)c1
CHEMBL1770464,3.1826656,C[C@H](Oc1ccc(SCCCCCc2ccccc2)cc1)C(=O)c3nc(C)c(CCCC(=O)O)s3
CHEMBL1939739,3.5374475,Fc1ccc(CN2CCN(CC2)[C@H](c3ccc(cc3)C(=O)N4CCC4)c5cccc(NC(=O)C6CC6)c5)cc1
CHEMBL292303,-0.796067,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O
CHEMBL204887,4.0236807,CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)c(Cc3ccccc3C(F)(F)F)sc12
CHEMBL469007,3.7477489,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6oc(cc6Cl)S(=O)(=O)C)c3C1=O
CHEMBL1934413,1.6001118,C[C@H](NC(=O)c1c(C)nn(C2CCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C
CHEMBL226855,1.6035917,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4cccs4)C3=O
CHEMBL2165067,0.85619426,COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](F)C3)c2c1
CHEMBL2017259,1.7014434,O=C(Nc1ccc(nc1)n2ccnc2)c3ccc(cc3)C#N
CHEMBL1571558,0.9784975,Nc1[nH]ncc1S(=O)(=O)c2ccccc2
CHEMBL1916279,1.6364491,Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2c3ccccc3
CHEMBL2030442,2.1335497,CS(=O)(=O)Cc1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4
CHEMBL1933596,1.9806089,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC4CCC(F)(F)CC4)nc23
CHEMBL325475,3.6377842,CCn1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13
CHEMBL1778647,0.2904148,CCS(=O)(=O)c1ccc(c2cc(Cl)ccc2OCC(=O)O)c(c1)C(F)(F)F
CHEMBL2158775,2.5705445,COc1ccccc1C[C@H](N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2)C(=O)O
CHEMBL1683035,2.1965604,COc1cc2nnc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4
CHEMBL247366,2.2263997,Fc1ccc2cn[nH]c2c1
CHEMBL2169919,2.2234159,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3ccc4c(N)ncnc34
CHEMBL488,0.61425364,CCC1(CCC(=O)NC1=O)c2ccc(N)cc2
CHEMBL515,1.4856491,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl
CHEMBL367556,0.6320051,NC1=NC2(CCN(CC2)C(=O)c3ccc(cc3)C#N)Nc4cccc(F)c14
CHEMBL1782167,3.1785274,Cc1ccc(cc1c2ccc(nc2)C(=O)NCC3CC3)C(=O)NC4CC4
